"Year","Plot","Tag","Xcoor","Ycoor","No.leaves","Stalk_Height","Leaf.length","No.umbels","umbel.diam","demo.note","plantid","trt","death_year","state","psurvival","life_st","pflower","proc.note","No.leavesT1","No.umbelsT1","pflowerT1","psurvivalT1","pflowerTminus1"
2021,5,3516,12,"C","1",NA,13.5,0,NA,"","3516_5","drought",NA,"alive",1,"Vegetative",0,NA,"5",2,1,1,NA
2022,5,3516,12,"C","5",27,15,2,"SOS","","3516_5","drought",NA,"alive",1,"Flowering",1,NA,"3",2,1,1,0
2023,5,3516,12,"C","3",44,11,2,"SOS","","3516_5","drought",NA,"alive",1,"Flowering",1,NA,"1",0,0,1,1
2024,5,3516,12,"C","1",NA,6.5,0,NA,"measured leaf senesced","3516_5","drought",NA,"alive",1,"Vegetative",0,NA,"2",0,0,1,1
2025,5,3516,12,"C","2",NA,11,0,NA,"","3516_5","drought",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,0
2017,6,3518,10,"I","2",NA,15,1,"4.5","","3518_6","irrigated",NA,"alive",1,"Flowering",1,NA,"5",2,1,1,NA
2018,6,3518,10,"I","5",23,12,2,"4","","3518_6","irrigated",NA,"alive",1,"Flowering",1,NA,"4",3,1,1,1
2019,6,3518,10,"I","4",22,14.5,3,"4.5","","3518_6","irrigated",NA,"alive",1,"Flowering",1,NA,"3",2,1,1,1
2020,6,3518,10,"I","3",46,21.2,2,"SOS","","3518_6","irrigated",NA,"alive",1,"Flowering",1,NA,"3",2,1,1,1
2021,6,3518,10,"I","3",30,14,2,"SOS","","3518_6","irrigated",NA,"alive",1,"Flowering",1,NA,"5",3,1,1,1
2022,6,3518,10,"I","5",52,14.5,3,"SOS","","3518_6","irrigated",NA,"alive",1,"Flowering",1,NA,"5",3,1,1,1
2023,6,3518,10,"I","5",44.5,17,3,"SOS","","3518_6","irrigated",NA,"alive",1,"Flowering",1,NA,"2",1,1,1,1
2024,6,3518,10,"I","2",32.5,17,1,"4","","3518_6","irrigated",NA,"alive",1,"Flowering",1,NA,"2",1,1,1,1
2025,6,3518,10,"I","2",27,14,1,"6","","3518_6","irrigated",NA,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,1
2017,2,3519,9,"G","1",NA,11.1,1,"3","","3519_2","control",2024,"alive",1,"Flowering",1,NA,"3",2,1,1,NA
2018,2,3519,9,"G","3",20,13,2,"4","","3519_2","control",2024,"alive",1,"Flowering",1,NA,"2",1,1,1,1
2019,2,3519,9,"G","2",16,11,1,"2","","3519_2","control",2024,"alive",1,"Flowering",1,NA,"1",1,1,1,1
2020,2,3519,9,"G","1",9.7,13.9,1,"2.9","","3519_2","control",2024,"alive",1,"Flowering",1,NA,"2",1,1,1,1
2021,2,3519,9,"G","2",28,15,1,"5","","3519_2","control",2024,"alive",1,"Flowering",1,NA,"2",2,1,1,1
2022,2,3519,9,"G","2",47,15,2,"SOS","","3519_2","control",2024,"alive",1,"Flowering",1,NA,"1",1,1,1,1
2023,2,3519,9,"G","1",28,16,1,"3.5","dead umbel--stalk broken and umbel already dead.","3519_2","control",2024,"alive",1,"Flowering",1,NA,"0",NA,NA,0,1
2024,2,3519,9,"G","0",NA,NA,NA,NA,"NP","3519_2","control",2024,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,1
2021,14,3520,7,"A","1",NA,12.5,0,NA,"","3520_14","drought",NA,"alive",1,"Vegetative",0,NA,"0",NA,NA,1,NA
2022,14,3520,7,"A","0",NA,NA,NA,NA,"NP","3520_14","drought",NA,"dormant",1,"Dormant",NA,NA,"2",1,1,1,0
2023,14,3520,7,"A","2",40,20.5,1,"4.5","","3520_14","drought",NA,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,NA
2024,14,3520,7,"A",NA,NA,NA,NA,NA,"NPNT; many untagged plants","3520_14","drought",NA,NA,NA,NA,NA,NA,"2",0,0,1,1
2025,14,3520,7,"A","2",NA,20,0,NA,"","3520_14","drought",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,NA
2021,2,3522,4,"E","1",NA,6,0,NA,"","3522_2","control",2024,"alive",1,"Vegetative",0,NA,"1",0,0,1,NA
2022,2,3522,4,"E","1",NA,17,0,NA,"","3522_2","control",2024,"alive",1,"Vegetative",0,NA,"1",1,1,1,0
2023,2,3522,4,"E","1",20,NA,1,"3.5","Leaf eaten off.","3522_2","control",2024,"alive",1,"Flowering",1,NA,"0",NA,NA,0,0
2024,2,3522,4,"E","0",NA,NA,NA,NA,"NP; surrounded by detached dead leaves","3522_2","control",2024,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,1
2016,2,3523,2,"D","7",NA,5.8,2,"2.7","","3523_2","control",2022,"alive",1,"Flowering",1,NA,"2",1,1,1,NA
2017,2,3523,2,"D","2",NA,9,1,"3","","3523_2","control",2022,"alive",1,"Flowering",1,NA,"2",0,0,1,1
2018,2,3523,2,"D","2",12,12,0,NA,"","3523_2","control",2022,"alive",1,"Vegetative",0,NA,"2",1,1,1,1
2019,2,3523,2,"D","2",11,8,1,"2","","3523_2","control",2022,"alive",1,"Flowering",1,NA,"2",0,0,1,0
2020,2,3523,2,"D","2",NA,12.7,0,NA,"","3523_2","control",2022,"alive",1,"Vegetative",0,NA,"3",1,1,1,1
2021,2,3523,2,"D","3",23.5,11,1,"6","","3523_2","control",2022,"alive",1,"Flowering",1,NA,"0",NA,NA,0,0
2022,2,3523,2,"D","0",NA,NA,NA,NA,"NP.","3523_2","control",2022,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,1
2017,1,3525,0,"E","4",NA,17.5,1,"3","","3525_1","irrigated",NA,"alive",1,"Flowering",1,NA,"4",1,1,1,NA
2018,1,3525,0,"E","4",20,15,1,"3","","3525_1","irrigated",NA,"alive",1,"Flowering",1,NA,"2",1,1,1,1
2019,1,3525,0,"E","2",28,8,1,"6.5","","3525_1","irrigated",NA,"alive",1,"Flowering",1,NA,"1",0,0,1,1
2020,1,3525,0,"E","1",NA,16.2,0,NA,"","3525_1","irrigated",NA,"alive",1,"Vegetative",0,NA,"3",1,1,1,1
2021,1,3525,0,"E","3",31.5,18,1,"6","","3525_1","irrigated",NA,"alive",1,"Flowering",1,NA,"3",1,1,1,0
2022,1,3525,0,"E","3",44,20,1,"7.5","","3525_1","irrigated",NA,"alive",1,"Flowering",1,NA,"3",2,1,1,1
2023,1,3525,0,"E","3",49,21,2,"SOS","","3525_1","irrigated",NA,"alive",1,"Flowering",1,NA,"3",1,1,1,1
2024,1,3525,0,"E","3",44,22,1,"5.5","ysp in phen","3525_1","irrigated",NA,"alive",1,"Flowering",1,NA,"3",1,1,1,1
2025,1,3525,0,"E","3",29,22,1,"2.5","","3525_1","irrigated",NA,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,1
2019,14,3526,14,"E","2",NA,16.5,0,NA,"","3526_14","drought",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,NA
2020,14,3526,14,"E",NA,NA,NA,NA,NA,"","3526_14","drought",NA,NA,NA,NA,NA,NA,"2",0,0,1,0
2021,14,3526,14,"E","2",NA,18,0,NA,"","3526_14","drought",NA,"alive",1,"Vegetative",0,NA,"3",3,1,1,NA
2022,14,3526,14,"E","3",40,13,3,"SOS","","3526_14","drought",NA,"alive",1,"Flowering",1,NA,"3",2,1,1,0
2023,14,3526,14,"E","3",54.5,18,2,"SOS","","3526_14","drought",NA,"alive",1,"Flowering",1,NA,"3",0,0,1,1
2024,14,3526,14,"E","3",NA,10,0,NA,"","3526_14","drought",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,1
2025,14,3526,14,"E",NA,NA,NA,NA,NA,"tag moved by vole (not in ground) tag pulled. No plant around","3526_14","drought",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2016,1,3527,0,"H","1",NA,15.5,0,NA,"","3527_1","irrigated",2019,"alive",1,"Vegetative",0,NA,"0",NA,NA,1,NA
2017,1,3527,0,"H","0",NA,NA,NA,NA,"No plant/dead?","3527_1","irrigated",2019,"dormant",1,"Dormant",NA,NA,"3",1,1,1,0
2018,1,3527,0,"H","3",17,8,1,"3.2","","3527_1","irrigated",2019,"alive",1,"Flowering",1,NA,"0",0,NA,0,NA
2019,1,3527,0,"H","0",0,0,0,"0","no plant","3527_1","irrigated",2019,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,1
2019,14,3528,19,"C","1",NA,6,0,NA,"","3528_14","drought",2021,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,NA
2020,14,3528,19,"C",NA,NA,NA,NA,NA,"","3528_14","drought",2021,NA,NA,NA,NA,NA,"0",NA,NA,0,0
2021,14,3528,19,"C","0",NA,NA,NA,NA,"NP","3528_14","drought",2021,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,NA
2018,14,3530,19,"C","1",5.5,5.5,0,NA,"","3530_14","drought",NA,"alive",1,"Vegetative",0,NA,"2",0,0,1,NA
2019,14,3530,19,"C","2",NA,11.5,0,NA,"","3530_14","drought",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,0
2020,14,3530,19,"C",NA,NA,NA,NA,NA,"","3530_14","drought",NA,NA,NA,NA,NA,NA,"1",0,0,1,0
2021,14,3530,19,"C","1",NA,14,0,NA,"","3530_14","drought",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,NA
2022,14,3530,19,"C","1",NA,14,0,NA,"","3530_14","drought",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,0
2023,14,3530,19,"C","1",NA,17,0,NA,"","3530_14","drought",NA,"alive",1,"Vegetative",0,NA,"2",1,1,1,0
2024,14,3530,19,"C","2",37,15.5,1,"4","not in phen b/c outside plot","3530_14","drought",NA,"alive",1,"Flowering",1,NA,"1",0,0,1,0
2025,14,3530,19,"C","1",NA,22,0,NA,"outside plot","3530_14","drought",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,1
2016,2,3531,9,"B","6",NA,7.5,0,NA,"","3531_2","control",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,NA
2017,2,3531,9,"B","1",NA,15.4,0,NA,"","3531_2","control",NA,"alive",1,"Vegetative",0,NA,"3",1,1,1,0
2018,2,3531,9,"B","3",13,14.5,1,"1.5","","3531_2","control",NA,"alive",1,"Flowering",1,NA,"2",0,0,1,0
2019,2,3531,9,"B","2",NA,13,0,NA,"","3531_2","control",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,1
2020,2,3531,9,"B","1",NA,8.6,0,NA,"","3531_2","control",NA,"alive",1,"Vegetative",0,NA,"2",1,1,1,0
2021,2,3531,9,"B","2",26.5,12,1,"4.5","","3531_2","control",NA,"alive",1,"Flowering",1,NA,"3",2,1,1,0
2022,2,3531,9,"B","3",35.5,13,2,"SOS","","3531_2","control",NA,"alive",1,"Flowering",1,NA,"2",1,1,1,1
2023,2,3531,9,"B","2",21,16,1,"2.5","","3531_2","control",NA,"alive",1,"Flowering",1,NA,"1",1,1,1,1
2024,2,3531,9,"B","1",22.5,14.5,1,"2.5","","3531_2","control",NA,"alive",1,"Flowering",1,NA,"2",1,1,1,1
2025,2,3531,9,"B","2",31.5,19,1,"5","","3531_2","control",NA,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,1
2016,2,3533,2,"C","5",NA,8,1,"2.8","","3533_2","control",2022,"alive",1,"Flowering",1,NA,"2",0,0,1,NA
2017,2,3533,2,"C","2",NA,9.5,0,NA,"","3533_2","control",2022,"alive",1,"Vegetative",0,NA,"3",0,0,1,1
2018,2,3533,2,"C","3",9.5,9.5,0,NA,"","3533_2","control",2022,"alive",1,"Vegetative",0,NA,"1",0,0,1,0
2019,2,3533,2,"C","1",NA,7,0,NA,"","3533_2","control",2022,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,0
2020,2,3533,2,"C",NA,NA,NA,NA,NA,"npnt","3533_2","control",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2021,2,3533,2,"C",NA,NA,NA,NA,NA,"NPNT","3533_2","control",2022,NA,NA,NA,NA,NA,"0",NA,NA,0,NA
2022,2,3533,2,"C","0",NA,NA,NA,NA,"NP. Tag pulled","3533_2","control",2022,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,NA
2021,14,3534,6,"B","2",NA,19.5,0,NA,"","3534_14","drought",2022,"alive",1,"Vegetative",0,NA,"0",NA,NA,0,NA
2022,14,3534,6,"B","0",NA,NA,NA,NA,"NP","3534_14","drought",2022,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,0
2016,13,3535,18,"A","3",NA,5.2,0,NA,"","3535_13","control",2022,"alive",1,"Vegetative",0,NA,"2",1,1,1,NA
2017,13,3535,18,"A","2",NA,15.5,1,"2","","3535_13","control",2022,"alive",1,"Flowering",1,NA,"0",NA,NA,1,0
2018,13,3535,18,"A","0",NA,NA,NA,NA,"no plant","3535_13","control",2022,"dormant",1,"Dormant",NA,NA,"1",0,0,1,1
2019,13,3535,18,"A","1",NA,11.5,0,NA,"","3535_13","control",2022,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,NA
2020,13,3535,18,"A",NA,NA,NA,NA,NA,"","3535_13","control",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2021,13,3535,18,"A",NA,NA,NA,NA,NA,"NPNT","3535_13","control",2022,NA,NA,NA,NA,NA,"0",NA,NA,0,NA
2022,13,3535,18,"A","0",NA,NA,NA,NA,"NP, tag pulled","3535_13","control",2022,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,NA
2016,12,3536,18,"A","7",NA,8.1,2,"5.1","","3536_12","irrigated",NA,"alive",1,"Flowering",1,NA,"3",2,1,1,NA
2017,12,3536,18,"A","3",NA,11.5,2,"4","","3536_12","irrigated",NA,"alive",1,"Flowering",1,NA,"6",3,1,1,1
2018,12,3536,18,"A","6",14.5,11,3,"3.2","","3536_12","irrigated",NA,"alive",1,"Flowering",1,NA,"2",0,0,1,1
2019,12,3536,18,"A","2",NA,14,0,NA,"","3536_12","irrigated",NA,"alive",1,"Vegetative",0,NA,"2",0,0,1,1
2020,12,3536,18,"A","2",NA,10.3,0,NA,"","3536_12","irrigated",NA,"alive",1,"Vegetative",0,NA,"4",2,1,1,0
2021,12,3536,18,"A","4",25,15,2,"SOS","","3536_12","irrigated",NA,"alive",1,"Flowering",1,NA,"3",3,1,1,0
2022,12,3536,18,"A","3",50.5,18,3,"SOS","","3536_12","irrigated",NA,"alive",1,"Flowering",1,NA,"6",4,1,1,1
2023,12,3536,18,"A","6",52,16,4,"SOS","","3536_12","irrigated",NA,"alive",1,"Flowering",1,NA,"2",1,1,1,1
2024,12,3536,18,"A","2",20,16.5,1,"3","near hose","3536_12","irrigated",NA,"alive",1,"Flowering",1,NA,"2",0,0,1,1
2025,12,3536,18,"A","2",NA,16,0,NA,"","3536_12","irrigated",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,1
2017,1,3537,8,"J","2",NA,8.3,0,NA,"","3537_1","irrigated",2022,"alive",1,"Vegetative",0,NA,"1",0,0,1,NA
2018,1,3537,8,"J","1",11.5,11.5,0,NA,"","3537_1","irrigated",2022,"alive",1,"Vegetative",0,NA,"0",NA,NA,1,0
2019,1,3537,8,"J","0",NA,NA,NA,NA,"NP","3537_1","irrigated",2022,"dormant",1,"Dormant",NA,NA,"1",0,0,1,0
2020,1,3537,8,"J","1",NA,9.8,0,NA,"","3537_1","irrigated",2022,"alive",1,"Vegetative",0,NA,"1",0,0,1,NA
2021,1,3537,8,"J","1",NA,13.5,0,NA,"","3537_1","irrigated",2022,"alive",1,"Vegetative",0,NA,"0",NA,NA,0,0
2022,1,3537,8,"J","0",NA,NA,NA,NA,"NP","3537_1","irrigated",2022,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,0
2017,5,3538,13,"C","2",NA,9,1,"3","","3538_5","drought",2022,"alive",1,"Flowering",1,NA,"0",NA,NA,1,NA
2018,5,3538,13,"C","0",NA,NA,NA,NA,"no plant","3538_5","drought",2022,"dormant",1,"Dormant",NA,NA,"1",0,0,1,1
2019,5,3538,13,"C","1",NA,8,0,NA,"","3538_5","drought",2022,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,NA
2020,5,3538,13,"C",NA,NA,NA,NA,NA,"","3538_5","drought",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2021,5,3538,13,"C",NA,NA,NA,NA,NA,"NPNT","3538_5","drought",2022,NA,NA,NA,NA,NA,"0",NA,NA,0,NA
2022,5,3538,13,"C","0",NA,NA,NA,NA,"NP. Tag pulled","3538_5","drought",2022,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,NA
2016,2,3539,7,"D","6",NA,7,0,NA,"","3539_2","control",2024,"alive",1,"Vegetative",0,NA,"1",0,0,1,NA
2017,2,3539,7,"D","1",NA,9.5,0,NA,"","3539_2","control",2024,"alive",1,"Vegetative",0,NA,"3",0,0,1,0
2018,2,3539,7,"D","3",11,11,0,NA,"","3539_2","control",2024,"alive",1,"Vegetative",0,NA,"1",0,0,1,0
2019,2,3539,7,"D","1",NA,14,0,NA,"","3539_2","control",2024,"alive",1,"Vegetative",0,NA,"1",0,0,1,0
2020,2,3539,7,"D","1",NA,11.2,0,NA,"","3539_2","control",2024,"alive",1,"Vegetative",0,NA,"3",1,1,1,0
2021,2,3539,7,"D","3",27,18,1,"4","","3539_2","control",2024,"alive",1,"Flowering",1,NA,"0",NA,NA,1,0
2022,2,3539,7,"D","0",NA,NA,NA,NA,"NP.","3539_2","control",2024,"dormant",1,"Dormant",NA,NA,"1",0,0,1,1
2023,2,3539,7,"D","1",NA,15,0,NA,"","3539_2","control",2024,"alive",1,"Vegetative",0,NA,"0",NA,NA,0,NA
2024,2,3539,7,"D","0",NA,NA,NA,NA,"NP","3539_2","control",2024,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,0
2016,2,3540,2,"B","6",NA,8.1,1,"2.3","","3540_2","control",2021,"alive",1,"Flowering",1,NA,"1",0,0,1,NA
2017,2,3540,2,"B","1",NA,8.5,0,NA,"","3540_2","control",2021,"alive",1,"Vegetative",0,NA,"3",1,1,1,1
2018,2,3540,2,"B","3",5,11,1,"0.5","","3540_2","control",2021,"alive",1,"Flowering",1,NA,"1",0,0,1,0
2019,2,3540,2,"B","1",NA,8.5,0,NA,"","3540_2","control",2021,"alive",1,"Vegetative",0,NA,"1",0,0,1,1
2020,2,3540,2,"B","1",NA,10.5,0,NA,"","3540_2","control",2021,"alive",1,"Vegetative",0,NA,"0",NA,NA,0,0
2021,2,3540,2,"B","0",NA,NA,NA,NA,"NP","3540_2","control",2021,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,0
2017,6,3541,18,"A","2",NA,15.5,0,NA,"","3541_6","irrigated",2022,"alive",1,"Vegetative",0,NA,"2",0,0,1,NA
2018,6,3541,18,"A","2",15,15,0,NA,"","3541_6","irrigated",2022,"alive",1,"Vegetative",0,NA,"2",0,0,1,0
2019,6,3541,18,"A","2",NA,13.5,0,NA,"","3541_6","irrigated",2022,"alive",1,"Vegetative",0,NA,"2",1,1,1,0
2020,6,3541,18,"A","2",30,15.7,1,"3.6","","3541_6","irrigated",2022,"alive",1,"Flowering",1,NA,"1",0,0,1,0
2021,6,3541,18,"A","1",NA,9.5,0,NA,"","3541_6","irrigated",2022,"alive",1,"Vegetative",0,NA,"0",NA,NA,0,1
2022,6,3541,18,"A","0",NA,NA,NA,NA,"NP","3541_6","irrigated",2022,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,0
2016,1,3542,0,"I","1",NA,11,2,"2.7","","3542_1","irrigated",NA,"alive",1,"Flowering",1,NA,"5",1,1,1,NA
2017,1,3542,0,"I","5",NA,15,1,"2","","3542_1","irrigated",NA,"alive",1,"Flowering",1,NA,"11",4,1,1,1
2018,1,3542,0,"I","11",16,14,4,"3","","3542_1","irrigated",NA,"alive",1,"Flowering",1,NA,"1",1,1,1,1
2019,1,3542,0,"I","1",9.5,10,1,"2","","3542_1","irrigated",NA,"alive",1,"Flowering",1,NA,"1",0,0,1,1
2020,1,3542,0,"I","1",NA,13.6,0,NA,"","3542_1","irrigated",NA,"alive",1,"Vegetative",0,NA,"4",0,0,1,1
2021,1,3542,0,"I","4",NA,15,0,NA,"","3542_1","irrigated",NA,"alive",1,"Vegetative",0,NA,"5",4,1,1,0
2022,1,3542,0,"I","5",38.5,15,4,"SOS","","3542_1","irrigated",NA,"alive",1,"Flowering",1,NA,"4",4,1,1,0
2023,1,3542,0,"I","4",29,14,4,"SOS","","3542_1","irrigated",NA,"alive",1,"Flowering",1,NA,"2",1,1,1,1
2024,1,3542,0,"I","2",24.5,14,1,"2.5","found plant already pulled","3542_1","irrigated",NA,"alive",1,"Flowering",1,NA,"2",1,1,1,1
2025,1,3542,0,"I","2",NA,19,1,NA,"umbel dead","3542_1","irrigated",NA,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,1
2016,1,3543,2,"F","4",NA,16.5,1,"3.6","","3543_1","irrigated",NA,"alive",1,"Flowering",1,NA,"3",0,0,1,NA
2017,1,3543,2,"F","3",NA,33.5,0,NA,"","3543_1","irrigated",NA,"alive",1,"Vegetative",0,NA,"3",0,0,1,1
2018,1,3543,2,"F","3",18,18,0,NA,"","3543_1","irrigated",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,0
2019,1,3543,2,"F","1",NA,8,0,NA,"one leaf partially eaten","3543_1","irrigated",NA,"alive",1,"Vegetative",0,NA,"2",0,0,1,0
2020,1,3543,2,"F","2",NA,13.3,0,NA,"","3543_1","irrigated",NA,"alive",1,"Vegetative",0,NA,"4",2,1,1,0
2021,1,3543,2,"F","4",26,15,2,"3.5","","3543_1","irrigated",NA,"alive",1,"Flowering",1,NA,"2",1,1,1,0
2022,1,3543,2,"F","2",31,14.5,1,"3","","3543_1","irrigated",NA,"alive",1,"Flowering",1,NA,"3",2,1,1,1
2023,1,3543,2,"F","3",47,15,2,"SOS","","3543_1","irrigated",NA,"alive",1,"Flowering",1,NA,"2",0,0,1,1
2024,1,3543,2,"F","2",NA,25.5,0,NA,"","3543_1","irrigated",NA,"alive",1,"Vegetative",0,NA,"2",0,0,1,1
2025,1,3543,2,"F","2",NA,20,0,NA,"","3543_1","irrigated",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,0
2016,2,3544,0,"D","4",NA,5.8,1,"2.8","","3544_2","control",2021,"alive",1,"Flowering",1,NA,"2",0,0,1,NA
2017,2,3544,0,"D","2",NA,9.5,0,NA,"","3544_2","control",2021,"alive",1,"Vegetative",0,NA,"3",0,0,1,1
2018,2,3544,0,"D","3",11,11,0,NA,"","3544_2","control",2021,"alive",1,"Vegetative",0,NA,"1",NA,NA,1,0
2019,2,3544,0,"D","1",NA,NA,NA,NA,"no plant","3544_2","control",2021,"alive",1,NA,NA,NA,"1",0,0,1,0
2020,2,3544,0,"D","1",NA,8.1,0,NA,"","3544_2","control",2021,"alive",1,"Vegetative",0,NA,"0",NA,NA,0,NA
2021,2,3544,0,"D","0",NA,NA,NA,NA,"NP","3544_2","control",2021,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,0
2017,5,3546,9,"F","4",NA,8,2,"2","","3546_5","drought",2018,"alive",1,"Flowering",1,NA,"0",NA,NA,0,NA
2018,5,3546,9,"F","0",NA,NA,NA,NA,"no plant","3546_5","drought",2018,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,1
2016,10,3547,4,"F","5",NA,3.5,0,NA,"","3547_10","drought",NA,"alive",1,"Vegetative",0,NA,"2",0,0,1,NA
2017,10,3547,4,"F","2",NA,20.5,0,NA,"","3547_10","drought",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,0
2018,10,3547,4,"F","1",17.5,17.5,0,NA,"","3547_10","drought",NA,"alive",1,"Vegetative",0,NA,"3",1,1,1,0
2019,10,3547,4,"F","3",31,16.5,1,"5","","3547_10","drought",NA,"alive",1,"Flowering",1,NA,"1",0,0,1,0
2020,10,3547,4,"F","1",NA,12,0,NA,"","3547_10","drought",NA,"alive",1,"Vegetative",0,NA,"2",0,0,1,1
2021,10,3547,4,"F","2",NA,23,0,NA,"","3547_10","drought",NA,"alive",1,"Vegetative",0,NA,"3",1,1,1,0
2022,10,3547,4,"F","3",55,20.5,1,"7","","3547_10","drought",NA,"alive",1,"Flowering",1,NA,"3",1,1,1,0
2023,10,3547,4,"F","3",54,21,1,"11","","3547_10","drought",NA,"alive",1,"Flowering",1,NA,"3",2,1,1,1
2024,10,3547,4,"F","3",53,21,2,"10.5","","3547_10","drought",NA,"alive",1,"Flowering",1,NA,"3",1,1,1,1
2025,10,3547,4,"F","3",53,19,1,"6.5","","3547_10","drought",NA,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,1
2016,2,3549,7,"A","3",NA,3.1,0,NA,"","3549_2","control",NA,"alive",1,"Vegetative",0,NA,"3",0,0,1,NA
2017,2,3549,7,"A","3",NA,6,0,NA,"","3549_2","control",NA,"alive",1,"Vegetative",0,NA,"2",0,0,1,0
2018,2,3549,7,"A","2",9,9,0,NA,"","3549_2","control",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,0
2019,2,3549,7,"A","1",NA,9,0,NA,"","3549_2","control",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,0
2020,2,3549,7,"A","1",NA,7.3,0,NA,"","3549_2","control",NA,"alive",1,"Vegetative",0,NA,"2",0,0,1,0
2021,2,3549,7,"A","2",NA,12,0,NA,"","3549_2","control",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,0
2022,2,3549,7,"A","1",NA,13,0,NA,"","3549_2","control",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,0
2023,2,3549,7,"A","1",NA,8,0,NA,"","3549_2","control",NA,"alive",1,"Vegetative",0,NA,"0",NA,NA,1,0
2024,2,3549,7,"A","0",NA,NA,NA,NA,"NP","3549_2","control",NA,"dormant",1,"Dormant",NA,NA,"1",0,0,1,0
2025,2,3549,7,"A","1",NA,16,0,NA,"","3549_2","control",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,NA
2016,2,3550,9,"I","3",NA,6.4,0,NA,"","3550_2","control",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,NA
2017,2,3550,9,"I","1",NA,10,0,NA,"","3550_2","control",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,0
2018,2,3550,9,"I","1",9.5,9.5,0,NA,"","3550_2","control",NA,"alive",1,"Vegetative",0,NA,"2",0,0,1,0
2019,2,3550,9,"I","2",NA,12.5,0,NA,"","3550_2","control",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,0
2020,2,3550,9,"I","1",NA,11.7,0,NA,"","3550_2","control",NA,"alive",1,"Vegetative",0,NA,"2",1,1,1,0
2021,2,3550,9,"I","2",18,11.5,1,"3","","3550_2","control",NA,"alive",1,"Flowering",1,NA,"3",2,1,1,0
2022,2,3550,9,"I","3",29,16,2,"SOS","","3550_2","control",NA,"alive",1,"Flowering",1,NA,"4",2,1,1,1
2023,2,3550,9,"I","4",27,13,2,"SOS","","3550_2","control",NA,"alive",1,"Flowering",1,NA,"1",1,1,1,1
2024,2,3550,9,"I","1",17.5,8.5,1,"2","","3550_2","control",NA,"alive",1,"Flowering",1,NA,"2",1,1,1,1
2025,2,3550,9,"I","2",18,21,1,"2","","3550_2","control",NA,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,1
2016,12,3551,11,"H","3",NA,7,0,NA,"","3551_12","irrigated",2019,"alive",1,"Vegetative",0,NA,"2",2,1,1,NA
2017,12,3551,11,"H","2",NA,8,2,"2","","3551_12","irrigated",2019,"alive",1,"Flowering",1,NA,"1",0,0,1,0
