"Year","Plot","Tag","Xcoor","Ycoor","No.leaves","Stalk_Height","Leaf.length","No.umbels","umbel.diam","demo.note","plantid","trt","death_year","state","psurvival","life_st","pflower","proc.note","No.leavesT1","No.umbelsT1","pflowerT1","psurvivalT1","pflowerTminus1"
2017,5,3191,6,"E","3",NA,7,2,"5","","3191_5","drought",NA,"alive",1,"Flowering",1,NA,"1",0,0,1,1
2018,5,3191,6,"E","1",14,14,0,NA,"","3191_5","drought",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,1
2019,5,3191,6,"E","1",NA,11,0,NA,"","3191_5","drought",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,0
2020,5,3191,6,"E","1",NA,12.2,0,NA,"","3191_5","drought",NA,"alive",1,"Vegetative",0,NA,"0",NA,NA,1,0
2021,5,3191,6,"E","0",NA,NA,NA,NA,"NP","3191_5","drought",NA,"dormant",1,"Dormant",NA,NA,"2",0,0,1,0
2022,5,3191,6,"E","2",NA,22.5,0,NA,"","3191_5","drought",NA,"alive",1,"Vegetative",0,NA,"2",1,1,1,NA
2023,5,3191,6,"E","2",30,15,1,"4","","3191_5","drought",NA,"alive",1,"Flowering",1,NA,"2",1,1,1,0
2024,5,3191,6,"E","2",23.5,10.5,1,"2.5","longest leaf missing","3191_5","drought",NA,"alive",1,"Flowering",1,NA,"1",0,0,1,1
2025,5,3191,6,"E","1",NA,6.5,0,NA,"","3191_5","drought",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,1
2019,1,3192,11,"B","1",NA,7.5,0,NA,"","3192_1","irrigated",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,NA
2020,1,3192,11,"B",NA,NA,NA,NA,NA,"","3192_1","irrigated",NA,NA,NA,NA,NA,NA,"3",1,1,1,0
2021,1,3192,11,"B","3",33,14,1,"1","","3192_1","irrigated",NA,"alive",1,"Flowering",1,NA,"2",1,1,1,NA
2022,1,3192,11,"B","2",38,15,1,"5","","3192_1","irrigated",NA,"alive",1,"Flowering",1,NA,"5",2,1,1,1
2023,1,3192,11,"B","5",44,20.5,2,"SOS","","3192_1","irrigated",NA,"alive",1,"Flowering",1,NA,"3",2,1,1,1
2024,1,3192,11,"B","3",42,15,2,"7.5","","3192_1","irrigated",NA,"alive",1,"Flowering",1,NA,"1",1,1,1,1
2025,1,3192,11,"B","1",34,18,1,"4","","3192_1","irrigated",NA,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,1
2016,5,3192,4,"C","7",NA,10.1,2,"3","","3192_5","drought",2019,"alive",1,"Flowering",1,NA,"6",1,1,1,NA
2017,5,3192,4,"C","6",NA,11,1,"2.5","","3192_5","drought",2019,"alive",1,"Flowering",1,NA,"3",1,1,1,1
2018,5,3192,4,"C","3",11,10,1,"2.8","","3192_5","drought",2019,"alive",1,"Flowering",1,NA,"0",NA,NA,0,1
2019,5,3192,4,"C","0",NA,NA,NA,NA,"no plant","3192_5","drought",2019,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,1
2019,1,3193,16,"C","1",17,15,1,"3","","3193_1","irrigated",NA,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,NA
2020,1,3193,16,"C",NA,NA,NA,NA,NA,"","3193_1","irrigated",NA,NA,NA,NA,NA,NA,"1",0,0,1,1
2021,1,3193,16,"C","1",NA,20,0,NA,"","3193_1","irrigated",NA,"alive",1,"Vegetative",0,NA,"0",NA,NA,1,NA
2022,1,3193,16,"C","0",NA,NA,NA,NA,"NP","3193_1","irrigated",NA,"dormant",1,"Dormant",NA,NA,"2",1,1,1,0
2023,1,3193,16,"C","2",24.5,20,1,"5","","3193_1","irrigated",NA,"alive",1,"Flowering",1,NA,"1",1,1,1,NA
2024,1,3193,16,"C","1",31,19,1,"3","","3193_1","irrigated",NA,"alive",1,"Flowering",1,NA,"0",NA,NA,NA,1
2025,1,3193,16,"C","0",NA,NA,NA,NA,"closer to 15C; NP","3193_1","irrigated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2016,5,3193,3,"B","10",NA,6,2,"5.5","","3193_5","drought",NA,"alive",1,"Flowering",1,NA,"5",3,1,1,NA
2017,5,3193,3,"B","5",NA,9.5,3,"5","","3193_5","drought",NA,"alive",1,"Flowering",1,NA,"5",1,1,1,1
2018,5,3193,3,"B","5",25.5,12,1,"4","","3193_5","drought",NA,"alive",1,"Flowering",1,NA,"1",0,0,1,1
2019,5,3193,3,"B","1",NA,11,0,NA,"","3193_5","drought",NA,"alive",1,"Vegetative",0,NA,"3",0,0,1,1
2020,5,3193,3,"B","3",NA,19,0,NA,"","3193_5","drought",NA,"alive",1,"Vegetative",0,NA,"2",0,0,1,0
2021,5,3193,3,"B","2",NA,17.5,0,NA,"","3193_5","drought",NA,"alive",1,"Vegetative",0,NA,"6",1,1,1,0
2022,5,3193,3,"B","6",25,20.5,1,"2.5","","3193_5","drought",NA,"alive",1,"Flowering",1,NA,"2",1,1,1,0
2023,5,3193,3,"B","2",23,10,1,NA,"dead umbel","3193_5","drought",NA,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,1
2024,5,3193,3,"B",NA,NA,NA,NA,NA,"NPNT","3193_5","drought",NA,NA,NA,NA,NA,NA,"1",0,0,1,1
2025,5,3193,3,"B","1",NA,16.5,0,NA,"","3193_5","drought",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,NA
2019,1,3194,12,"H","1",NA,18.5,0,NA,"","3194_1","irrigated",2024,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,NA
2020,1,3194,12,"H",NA,NA,NA,NA,NA,"","3194_1","irrigated",2024,NA,NA,NA,NA,NA,"1",0,0,1,0
2021,1,3194,12,"H","1",NA,14,0,NA,"","3194_1","irrigated",2024,"alive",1,"Vegetative",0,NA,"1",0,0,1,NA
2022,1,3194,12,"H","1",NA,30,0,NA,"","3194_1","irrigated",2024,"alive",1,"Vegetative",0,NA,"3",2,1,1,0
2023,1,3194,12,"H","3",34,16,2,"SOS","","3194_1","irrigated",2024,"alive",1,"Flowering",1,NA,"0",NA,NA,0,0
2024,1,3194,12,"H","0",NA,NA,NA,NA,"NP","3194_1","irrigated",2024,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,1
2016,5,3194,3,"C","3",NA,6.8,1,"1.7","","3194_5","drought",2021,"alive",1,"Flowering",1,NA,"5",3,1,1,NA
2017,5,3194,3,"C","5",NA,12,3,"2","","3194_5","drought",2021,"alive",1,"Flowering",1,NA,"2",0,0,1,1
2018,5,3194,3,"C","2",12,12,0,NA,"","3194_5","drought",2021,"alive",1,"Vegetative",0,NA,"1",0,0,1,1
2019,5,3194,3,"C","1",NA,13,0,NA,"","3194_5","drought",2021,"alive",1,"Vegetative",0,NA,"1",0,0,1,0
2020,5,3194,3,"C","1",NA,11.1,0,NA,"","3194_5","drought",2021,"alive",1,"Vegetative",0,NA,NA,NA,NA,0,0
2021,5,3194,3,"C",NA,NA,NA,NA,NA,"NPNT","3194_5","drought",2021,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,0
2019,1,3195,16,"B","1",12,6,1,"1.5","","3195_1","irrigated",2022,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,NA
2020,1,3195,16,"B",NA,NA,NA,NA,NA,"","3195_1","irrigated",2022,NA,NA,NA,NA,NA,"1",1,1,1,1
2021,1,3195,16,"B","1",14.5,11,1,"2","","3195_1","irrigated",2022,"alive",1,"Flowering",1,NA,"0",NA,NA,0,NA
2022,1,3195,16,"B","0",NA,NA,NA,NA,"NP","3195_1","irrigated",2022,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,1
2018,5,3195,1,"A","4",18.5,14.5,2,"3","found plant with unlisted tag ","3195_5","drought",2019,"alive",1,"Flowering",1,NA,"0",NA,NA,0,NA
2019,5,3195,1,"A","0",NA,NA,NA,NA,"no plant","3195_5","drought",2019,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,1
2019,13,3196,14,"A","1",NA,10,0,NA,"","3196_13","control",2023,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,NA
2020,13,3196,14,"A",NA,NA,NA,NA,NA,"","3196_13","control",2023,NA,NA,NA,NA,NA,"1",0,0,1,0
2021,13,3196,14,"A","1",NA,17.5,0,NA,"","3196_13","control",2023,"alive",1,"Vegetative",0,NA,"2",2,1,1,NA
2022,13,3196,14,"A","2",23,9,2,"SOS","umbels and leaves died","3196_13","control",2023,"alive",1,"Flowering",1,NA,NA,NA,NA,0,0
2023,13,3196,14,"A",NA,NA,NA,NA,NA,"NPNT; maybe eaten by dactylis","3196_13","control",2023,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,1
2016,5,3196,4,"D","5",NA,9.6,2,"2.4","","3196_5","drought",2019,"alive",1,"Flowering",1,NA,"6",4,1,1,NA
2017,5,3196,4,"D","6",NA,10.5,4,"4","","3196_5","drought",2019,"alive",1,"Flowering",1,NA,"3",1,1,1,1
2018,5,3196,4,"D","3",12.5,8.5,1,NA,"","3196_5","drought",2019,"alive",1,"Flowering",1,NA,"0",NA,NA,0,1
2019,5,3196,4,"D","0",NA,NA,NA,NA,"no plant","3196_5","drought",2019,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,1
2019,1,3197,15,"J","1",NA,8,0,NA,"","3197_1","irrigated",2021,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,NA
2020,1,3197,15,"J",NA,NA,NA,NA,NA,"","3197_1","irrigated",2021,NA,NA,NA,NA,NA,"0",NA,NA,0,0
2021,1,3197,15,"J","0",NA,NA,NA,NA,"NP","3197_1","irrigated",2021,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,NA
2016,5,3197,3,"A","3",NA,4.7,0,NA,"","3197_5","drought",NA,"alive",1,"Vegetative",0,NA,"0",NA,NA,1,NA
2017,5,3197,3,"A","0",NA,NA,NA,NA,"No plant/dead?","3197_5","drought",NA,"dormant",1,"Dormant",NA,NA,"5",1,1,1,0
2018,5,3197,3,"A","5",14,12,1,"2.75","","3197_5","drought",NA,"alive",1,"Flowering",1,NA,"1",0,0,1,NA
2019,5,3197,3,"A","1",NA,11,0,NA,"","3197_5","drought",NA,"alive",1,"Vegetative",0,NA,"3",0,0,1,1
2020,5,3197,3,"A","3",NA,13.8,0,NA,"","3197_5","drought",NA,"alive",1,"Vegetative",0,NA,"6",2,1,1,0
2021,5,3197,3,"A","6",25.5,17,2,"SOS","","3197_5","drought",NA,"alive",1,"Flowering",1,NA,"7",4,1,1,0
2022,5,3197,3,"A","7",29,14,4,"SOS","","3197_5","drought",NA,"alive",1,"Flowering",1,NA,"5",4,1,1,1
2023,5,3197,3,"A","5",34,11,4,"SOS","","3197_5","drought",NA,"alive",1,"Flowering",1,NA,"5",4,1,1,1
2024,5,3197,3,"A","5",27,14.5,4,"13","","3197_5","drought",NA,"alive",1,"Flowering",1,NA,"3",1,1,1,1
2025,5,3197,3,"A","3",23,17.5,1,"4","","3197_5","drought",NA,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,1
2019,1,3198,16,"H","1",NA,10.5,0,NA,"","3198_1","irrigated",2023,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,NA
2020,1,3198,16,"H",NA,NA,NA,NA,NA,"","3198_1","irrigated",2023,NA,NA,NA,NA,NA,"2",0,0,1,0
2021,1,3198,16,"H","2",NA,12.5,0,NA,"","3198_1","irrigated",2023,"alive",1,"Vegetative",0,NA,"1",0,0,1,NA
2022,1,3198,16,"H","1",NA,19,0,NA,"","3198_1","irrigated",2023,"alive",1,"Vegetative",0,NA,"0",NA,NA,0,0
2023,1,3198,16,"H","0",NA,NA,NA,NA,"Accidentally pulled tag--no plant though.","3198_1","irrigated",2023,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,0
2016,5,3198,9,"B","1",NA,10.1,1,"3.1","","3198_5","drought",2017,"alive",1,"Flowering",1,NA,"0",NA,NA,0,NA
2017,5,3198,9,"B","0",NA,NA,NA,NA,"No plant/dead?","3198_5","drought",2017,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,1
2019,1,3199,17,"H","1",NA,14,0,NA,"","3199_1","irrigated",2022,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,NA
2020,1,3199,17,"H",NA,NA,NA,NA,NA,"","3199_1","irrigated",2022,NA,NA,NA,NA,NA,"1",0,0,1,0
2021,1,3199,17,"H","1",NA,11.5,0,NA,"","3199_1","irrigated",2022,"alive",1,"Vegetative",0,NA,"0",NA,NA,0,NA
2022,1,3199,17,"H","0",NA,NA,NA,NA,"NP","3199_1","irrigated",2022,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,0
2016,5,3199,4,"B","5",NA,9.5,2,"2.9","","3199_5","drought",NA,"alive",1,"Flowering",1,NA,"5",2,1,1,NA
2017,5,3199,4,"B","5",NA,9,2,"4","","3199_5","drought",NA,"alive",1,"Flowering",1,NA,"4",2,1,1,1
2018,5,3199,4,"B","4",12.5,9.5,2,"3.5","","3199_5","drought",NA,"alive",1,"Flowering",1,NA,"2",0,0,1,1
2019,5,3199,4,"B","2",NA,12,0,NA,"","3199_5","drought",NA,"alive",1,"Vegetative",0,NA,"0",NA,NA,1,1
2020,5,3199,4,"B","0",NA,NA,NA,NA,"no plant","3199_5","drought",NA,"dormant",1,"Dormant",NA,NA,"3",0,0,1,0
2021,5,3199,4,"B","3",NA,14,0,NA,"","3199_5","drought",NA,"alive",1,"Vegetative",0,NA,"5",2,1,1,NA
2022,5,3199,4,"B","5",24,18,2,"SOS","","3199_5","drought",NA,"alive",1,"Flowering",1,NA,"7",4,1,1,0
2023,5,3199,4,"B","7",37,16,4,"SOS","","3199_5","drought",NA,"alive",1,"Flowering",1,NA,"5",3,1,1,1
2024,5,3199,4,"B","5",30.5,13,3,"7","one dead umbel maybe missing from phen","3199_5","drought",NA,"alive",1,"Flowering",1,NA,"3",2,1,1,1
2025,5,3199,4,"B","3",22,12,2,"3","one umbel eaten","3199_5","drought",NA,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,1
2019,1,3200,19,"I","1",NA,5.5,0,NA,"","3200_1","irrigated",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,NA
2020,1,3200,19,"I",NA,NA,NA,NA,NA,"","3200_1","irrigated",NA,NA,NA,NA,NA,NA,"1",0,0,1,0
2021,1,3200,19,"I","1",NA,11,0,NA,"","3200_1","irrigated",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,NA
2022,1,3200,19,"I","1",NA,17,0,NA,"","3200_1","irrigated",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,0
2023,1,3200,19,"I","1",NA,15,0,NA,"","3200_1","irrigated",NA,"alive",1,"Vegetative",0,NA,"0",NA,NA,1,0
2024,1,3200,19,"I","0",NA,NA,NA,NA,"NP","3200_1","irrigated",NA,"dormant",1,"Dormant",NA,NA,"3",0,0,1,0
2025,1,3200,19,"I","3",NA,21,0,NA,"","3200_1","irrigated",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,NA
2016,5,3200,4,"F","4",NA,7.5,2,"4.1","","3200_5","drought",NA,"alive",1,"Flowering",1,NA,"7",4,1,1,NA
2017,5,3200,4,"F","7",NA,11.5,4,"2","","3200_5","drought",NA,"alive",1,"Flowering",1,NA,"1",0,0,1,1
2018,5,3200,4,"F","1",9,9,0,NA,"","3200_5","drought",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,1
2019,5,3200,4,"F","1",NA,9,0,NA,"","3200_5","drought",NA,"alive",1,"Vegetative",0,NA,"0",NA,NA,1,0
2020,5,3200,4,"F","0",NA,NA,NA,NA,"no plant","3200_5","drought",NA,"dormant",1,"Dormant",NA,NA,"2",1,1,1,0
2021,5,3200,4,"F","2",18.5,8,1,"4.5","","3200_5","drought",NA,"alive",1,"Flowering",1,NA,"5",3,1,1,NA
2022,5,3200,4,"F","5",22,15,3,"SOS","","3200_5","drought",NA,"alive",1,"Flowering",1,NA,"8",4,1,1,1
2023,5,3200,4,"F","8",30,14,4,"SOS","","3200_5","drought",NA,"alive",1,"Flowering",1,NA,"0",NA,NA,1,1
2024,5,3200,4,"F","0",NA,NA,NA,NA,"NP","3200_5","drought",NA,"dormant",1,"Dormant",NA,NA,"2",0,0,1,1
2025,5,3200,4,"F","2",NA,11,0,NA,"","3200_5","drought",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,NA
2021,12,3226,19,"D","1",NA,7,0,NA,"","3226_12","irrigated",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,NA
2022,12,3226,19,"D","1",NA,7.5,0,NA,"","3226_12","irrigated",NA,"alive",1,"Vegetative",0,NA,"2",0,0,1,0
2023,12,3226,19,"D","2",NA,8,0,NA,"","3226_12","irrigated",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,0
2024,12,3226,19,"D","1",NA,11,0,NA,"","3226_12","irrigated",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,0
2025,12,3226,19,"D","1",NA,14,0,NA,"","3226_12","irrigated",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,0
2016,13,3287,10,"H","3",NA,8,0,NA,"","3287_13","control",2018,"alive",1,"Vegetative",0,NA,"2",1,1,1,NA
2017,13,3287,10,"H","2",NA,13,1,"2","","3287_13","control",2018,"alive",1,"Flowering",1,NA,"0",NA,NA,0,0
2018,13,3287,10,"H","0",NA,NA,NA,NA,"no plant","3287_13","control",2018,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,1
2017,7,3296,9,"C","3",NA,18,2,"3","","3296_7","drought",NA,"alive",1,"Flowering",1,NA,"5",3,1,1,NA
2018,7,3296,9,"C","5",26,14,3,"4.8","tag says '3298'","3296_7","drought",NA,"alive",1,"Flowering",1,NA,"5",3,1,1,1
2019,7,3296,9,"C","5",37,10.5,3,"6.5","tag says '3298'","3296_7","drought",NA,"alive",1,"Flowering",1,NA,"4",2,1,1,1
2020,7,3296,9,"C","4",22.5,11.2,2,"SOS","tag says '3298'","3296_7","drought",NA,"alive",1,"Flowering",1,NA,"5",2,1,1,1
2021,7,3296,9,"C","5",16.5,11.5,2,"SOS","","3296_7","drought",NA,"alive",1,"Flowering",1,NA,"2",1,1,1,1
2022,7,3296,9,"C","2",54,18,1,"6","tag says '3298' ","3296_7","drought",NA,"alive",1,"Flowering",1,NA,"6",3,1,1,1
2023,7,3296,9,"C","6",49,16,3,"SOS","tag says 3298!","3296_7","drought",NA,"alive",1,"Flowering",1,NA,"6",2,1,1,1
2024,7,3296,9,"C","6",43,23.5,2,"6","tag says 3298","3296_7","drought",NA,"alive",1,"Flowering",1,NA,"1",1,1,1,1
2025,7,3296,9,"C","1",24,12,1,NA,"tag says 3298","3296_7","drought",NA,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,1
2016,15,3297,12,"I","1",NA,7,1,"2","","3297_15","drought",NA,"alive",1,"Flowering",1,NA,"7",3,1,1,NA
2017,15,3297,12,"I","7",NA,17.5,3,"3.5","","3297_15","drought",NA,"alive",1,"Flowering",1,NA,"6",2,1,1,1
2018,15,3297,12,"I","6",28.5,21.5,2,"3.3","","3297_15","drought",NA,"alive",1,"Flowering",1,NA,"3",2,1,1,1
2019,15,3297,12,"I","3",17,8,2,"2.5","","3297_15","drought",NA,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,1
2020,15,3297,12,"I",NA,NA,NA,NA,NA,"","3297_15","drought",NA,NA,NA,NA,NA,NA,"5",1,1,1,1
2021,15,3297,12,"I","5",17,18,1,"3.5","","3297_15","drought",NA,"alive",1,"Flowering",1,NA,"4",2,1,1,NA
2022,15,3297,12,"I","4",39,21,2,"SOS","","3297_15","drought",NA,"alive",1,"Flowering",1,NA,"0",NA,NA,1,1
2023,15,3297,12,"I","0",NA,NA,NA,NA,"plant flowered, but clipped 5/15 or now gone","3297_15","drought",NA,"dormant",1,"Dormant",NA,NA,"9",5,1,1,1
2024,15,3297,12,"I","9",31,12.5,5,"14.5","","3297_15","drought",NA,"alive",1,"Flowering",1,NA,"3",1,1,1,NA
2025,15,3297,12,"I","3",NA,15,1,NA,"umbel dead","3297_15","drought",NA,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,1
2016,7,3298,9,"C","8",NA,3,3,"2.5","2 stalks","3298_7","drought",NA,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,NA
2021,13,3299,1,"G","1",NA,9,0,NA,"","3299_13","control",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,NA
2022,13,3299,1,"G","1",NA,14,0,NA,"","3299_13","control",NA,"alive",1,"Vegetative",0,NA,"0",NA,NA,1,0
2023,13,3299,1,"G","0",NA,NA,NA,NA,"NP","3299_13","control",NA,"dormant",1,"Dormant",NA,NA,NA,NA,NA,NA,0
2024,13,3299,1,"G",NA,NA,NA,NA,NA,"NPNT","3299_13","control",NA,NA,NA,NA,NA,NA,"1",0,0,1,NA
2025,13,3299,1,"G","1",NA,24,0,NA,"","3299_13","control",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,NA
2016,14,3300,6,"B","6",NA,10.1,1,"4","","3300_14","drought",NA,"alive",1,"Flowering",1,NA,"4",1,1,1,NA
2017,14,3300,6,"B","4",NA,13,1,"3.5","","3300_14","drought",NA,"alive",1,"Flowering",1,NA,"2",0,0,1,1
2018,14,3300,6,"B","2",14.5,14.5,0,NA,"","3300_14","drought",NA,"alive",1,"Vegetative",0,NA,"3",1,1,1,1
2019,14,3300,6,"B","3",23,11,1,"4","","3300_14","drought",NA,"alive",1,"Flowering",1,NA,"1",0,0,1,0
2020,14,3300,6,"B","1",NA,9.9,0,NA,"","3300_14","drought",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,1
2021,14,3300,6,"B","1",NA,9.5,0,NA,"","3300_14","drought",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,0
2022,14,3300,6,"B","1",NA,25,0,NA,"","3300_14","drought",NA,"alive",1,"Vegetative",0,NA,"3",1,1,1,0
2023,14,3300,6,"B","3",36,18,1,"6","","3300_14","drought",NA,"alive",1,"Flowering",1,NA,"3",2,1,1,0
2024,14,3300,6,"B","3",34,14,2,"5","","3300_14","drought",NA,"alive",1,"Flowering",1,NA,"1",0,0,1,1
2025,14,3300,6,"B","1",NA,13.5,0,NA,"","3300_14","drought",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,1
2016,15,3303,10,"J","4",NA,12,1,"2","","3303_15","drought",2023,"alive",1,"Flowering",1,NA,"3",0,0,1,NA
2017,15,3303,10,"J","3",NA,19,0,NA,"","3303_15","drought",2023,"alive",1,"Vegetative",0,NA,"4",3,1,1,1
2018,15,3303,10,"J","4",19,13.5,3,"3.5","","3303_15","drought",2023,"alive",1,"Flowering",1,NA,"0",NA,NA,1,0
2019,15,3303,10,"J","0",NA,NA,NA,NA,"no plant","3303_15","drought",2023,"dormant",1,"Dormant",NA,NA,NA,NA,NA,NA,1
2020,15,3303,10,"J",NA,NA,NA,NA,NA,"","3303_15","drought",2023,NA,NA,NA,NA,NA,"0",NA,NA,1,NA
2021,15,3303,10,"J","0",NA,NA,NA,NA,"NP","3303_15","drought",2023,"dormant",1,"Dormant",NA,NA,NA,NA,NA,NA,NA
2022,15,3303,10,"J",NA,NA,NA,NA,NA,"NPNT","3303_15","drought",2023,NA,NA,NA,NA,NA,"0",NA,NA,0,NA
2023,15,3303,10,"J","0",NA,NA,NA,NA,"NP. Tag pulled.","3303_15","drought",2023,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,NA
2016,3,3304,3,"B","3",NA,11,1,"4.1","Dead leaves","3304_3","control",2018,"alive",1,"Flowering",1,NA,"2",1,1,1,NA
2017,3,3304,3,"B","2",NA,13,1,"3.5","","3304_3","control",2018,"alive",1,"Flowering",1,NA,"0",NA,NA,0,1
2018,3,3304,3,"B","0",NA,NA,NA,NA,"no plant","3304_3","control",2018,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,1
2021,14,3305,7,"B","2",22.5,15,1,"2","","3305_14","drought",NA,"alive",1,"Flowering",1,NA,"2",1,1,1,NA
2022,14,3305,7,"B","2",30,14,1,"3.5","","3305_14","drought",NA,"alive",1,"Flowering",1,NA,"3",2,1,1,1
2023,14,3305,7,"B","3",45,16,2,"SOS","","3305_14","drought",NA,"alive",1,"Flowering",1,NA,"3",2,1,1,1
2024,14,3305,7,"B","3",37.5,5,2,"7","basal leaf gone","3305_14","drought",NA,"alive",1,"Flowering",1,NA,"3",1,1,1,1
2025,14,3305,7,"B","3",10,15,1,NA,"umbel dead, 2 leaves eaten","3305_14","drought",NA,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,1
2017,7,3308,0,"I","1",NA,19,1,"2.4","","3308_7","drought",2020,"alive",1,"Flowering",1,NA,"2",1,1,1,NA
2018,7,3308,0,"I","2",28.5,13,1,"5.5","","3308_7","drought",2020,"alive",1,"Flowering",1,NA,"3",2,1,1,1
2019,7,3308,0,"I","3",28,12,2,"4","","3308_7","drought",2020,"alive",1,"Flowering",1,NA,"0",NA,NA,0,1
2020,7,3308,0,"I","0",NA,NA,NA,NA,"no plant","3308_7","drought",2020,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,1
2016,3,3313,3,"B","1",NA,2.4,1,"3.2","","3313_3","control",NA,"alive",1,"Flowering",1,NA,"3",0,0,1,NA
2017,3,3313,3,"B","3",NA,8,0,NA,"","3313_3","control",NA,"alive",1,"Vegetative",0,NA,"2",0,0,1,1
2018,3,3313,3,"B","2",14.5,14.5,0,NA,"","3313_3","control",NA,"alive",1,"Vegetative",0,NA,"4",0,0,1,0
2019,3,3313,3,"B","4",NA,17,0,NA,"","3313_3","control",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,0
2020,3,3313,3,"B","1",NA,10.7,0,NA,"","3313_3","control",NA,"alive",1,"Vegetative",0,NA,"3",0,0,1,0
2021,3,3313,3,"B","3",NA,18.5,0,NA,"","3313_3","control",NA,"alive",1,"Vegetative",0,NA,"2",1,1,1,0
2022,3,3313,3,"B","2",38,18,1,"4","","3313_3","control",NA,"alive",1,"Flowering",1,NA,"2",1,1,1,0
2023,3,3313,3,"B","2",30.5,26,1,"3","","3313_3","control",NA,"alive",1,"Flowering",1,NA,"1",0,0,1,1
2024,3,3313,3,"B","1",NA,21.5,0,NA,"","3313_3","control",NA,"alive",1,"Vegetative",0,NA,"2",0,0,1,1
2025,3,3313,3,"B","2",NA,23,0,NA,"","3313_3","control",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,0
2017,6,3319,11,"A","3",NA,15,1,"1.7","Killed","3319_6","irrigated",2024,"alive",1,"Flowering",1,NA,"6",1,1,1,NA
2018,6,3319,11,"A","6",18,21,1,"2.4","","3319_6","irrigated",2024,"alive",1,"Flowering",1,NA,"4",1,1,1,1
2019,6,3319,11,"A","4",22,15.5,1,"3","","3319_6","irrigated",2024,"alive",1,"Flowering",1,NA,"6",2,1,1,1
2020,6,3319,11,"A","6",36,16.6,2,"SOS","half came out of the ground","3319_6","irrigated",2024,"alive",1,"Flowering",1,NA,"5",4,1,1,1
2021,6,3319,11,"A","5",32,18,4,"SOS","","3319_6","irrigated",2024,"alive",1,"Flowering",1,NA,"7",5,1,1,1
2022,6,3319,11,"A","7",55,16.5,5,"SOS","plant accidentally pulled, won't make seeds","3319_6","irrigated",2024,"alive",1,"Flowering",1,NA,"2",1,1,1,1
2023,6,3319,11,"A","2",19,23,1,"2","new flower this week!","3319_6","irrigated",2024,"alive",1,"Flowering",1,NA,"0",NA,NA,0,1
2024,6,3319,11,"A","0",NA,NA,NA,NA,"NP","3319_6","irrigated",2024,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,1
