"Year","Plot","trt","plantid","Xcoor","Ycoor","Height","No.stems","No.stemsT1","No.panicles","No.paniclesT1","stage","survT","survT1","pflowerT","pflowerT1","first_year_seen","Notes"
2016,"10","drought","10_10G",10,"G",121.5,24,14,13,6,"medium","1","1","1","1",2016,""
2017,"10","drought","10_10G",10,"G",81,14,27,6,0,"medium","1","1","1","0",2016,""
2018,"10","drought","10_10G",10,"G",61,27,18,0,2,"large","1","1","0","1",2016,""
2019,"10","drought","10_10G",10,"G",90,18,28,2,12,"medium","1","1","1","1",2016,""
2020,"10","drought","10_10G",10,"G",144,28,61,12,5,"large","1","1","1","1",2016,""
2021,"10","drought","10_10G",10,"G",145,61,59,5,0,"large","1","1","1","0",2016,"Orange fungus"
2022,"10","drought","10_10G",10,"G",101,59,73,0,0,"large","1","1","0","0",2016,""
2023,"10","drought","10_10G",10,"G",82,73,26,0,1,"large","1","1","0","1",2016,""
2024,"10","drought","10_10G",10,"G",104,26,54,1,2,"large","1","1","1","1",2016,""
2025,"10","drought","10_10G",10,"G",144,54,NA,2,NA,"large","1",NA,"1",NA,2016,"big"
2020,"10","drought","10_10J",10,"J",106,8,22,0,0,"seedling","1","1","0","0",2020,""
2021,"10","drought","10_10J",10,"J",107,22,12,0,0,"medium","1","1","0","0",2020,""
2022,"10","drought","10_10J",10,"J",81,12,5,0,0,"medium","1","1","0","0",2020,""
2023,"10","drought","10_10J",10,"J",83,5,5,0,0,"small","1","1","0","0",2020,""
2024,"10","drought","10_10J",10,"J",97,5,NA,0,NA,"small","1",NA,"0",NA,2020,""
2025,"10","drought","10_10J",10,"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,"NP,  vole digging, only found a cut off stem"
2017,"10","drought","10_12I",12,"I",71.5,2,7,1,0,"small","1","1","1","0",2017,"New"
2018,"10","drought","10_12I",12,"I",60.5,7,3,0,0,"small","1","1","0","0",2017,""
2019,"10","drought","10_12I",12,"I",46,3,12,0,1,"small","1","1","0","1",2017,""
2020,"10","drought","10_12I",12,"I",123,12,17,1,4,"medium","1","1","1","1",2017,""
2021,"10","drought","10_12I",12,"I",152,17,16,4,0,"medium","1","1","1","0",2017,""
2022,"10","drought","10_12I",12,"I",84,16,13,0,0,"medium","1","1","0","0",2017,""
2023,"10","drought","10_12I",12,"I",75,13,4,0,1,"medium","1","1","0","1",2017,""
2024,"10","drought","10_12I",12,"I",129,4,5,1,1,"small","1","1","1","1",2017,""
2025,"10","drought","10_12I",12,"I",118,5,NA,1,NA,"small","1",NA,"1",NA,2017,""
2016,"10","drought","10_13B",13,"B",84,3,2,2,1,"small","1","1","1","1",2016,""
2017,"10","drought","10_13B",13,"B",72,2,5,1,0,"small","1","1","1","0",2016,""
2018,"10","drought","10_13B",13,"B",51.5,5,6,0,1,"small","1","1","0","1",2016,""
2019,"10","drought","10_13B",13,"B",67,6,6,1,1,"small","1","1","1","1",2016,""
2020,"10","drought","10_13B",13,"B",114,6,3,1,0,"small","1","1","1","0",2016,""
2021,"10","drought","10_13B",13,"B",58,3,7,0,0,"small","1","1","0","0",2016,""
2022,"10","drought","10_13B",13,"B",86,7,11,0,0,"small","1","1","0","0",2016,""
2023,"10","drought","10_13B",13,"B",76,11,NA,0,NA,"medium","1","0","0",NA,2016,""
2024,"10","drought","10_13B",13,"B",NA,NA,NA,NA,NA,"dead","0",NA,NA,NA,2016,"lots of thatch, can't tell if NP or if taken over by 15A"
2016,"10","drought","10_13F",13,"F",99,7,6,2,1,"small","1","1","1","1",2016,""
2017,"10","drought","10_13F",13,"F",69,6,15,1,0,"small","1","1","1","0",2016,""
2018,"10","drought","10_13F",13,"F",69,15,NA,0,NA,"medium","1",NA,"0",NA,2016,""
2019,"10","drought","10_13FG",13,"F",127,22,33,5,9,"medium","1","1","1","1",2019,"PROBABLY THE SAME AS 13G"
2020,"10","drought","10_13FG",13,"G",159,33,67,9,7,"large","1","1","1","1",2019,""
2021,"10","drought","10_13FG",13,"G",155,67,49,7,1,"large","1","1","1","1",2019,"13G and 13F are same plant, count as one plant."
2022,"10","drought","10_13FG",13,"F",129.5,49,11,1,0,"large","1","1","1","0",2019,""
2023,"10","drought","10_13FG",13,"F",51,11,9,0,0,"medium","1","1","0","0",2019,""
2024,"10","drought","10_13FG",13,"F",91,9,12,0,0,"medium","1","1","0","0",2019,""
2025,"10","drought","10_13FG",13,"F",68,12,NA,0,NA,"medium","1",NA,"0",NA,2019,""
2016,"10","drought","10_13G",13,"G",120,6,16,6,3,"small","1","1","1","1",2016,""
2017,"10","drought","10_13G",13,"G",96,16,17,3,0,"medium","1","1","1","0",2016,""
2018,"10","drought","10_13G",13,"G",73,17,NA,0,NA,"medium","1",NA,"0",NA,2016,""
2023,"10","drought","10_14.15D",14,"D",58,41,NA,0,NA,"large","1",NA,"0",NA,2023,"merged into 15d, clump spans 14-16, B-C"
2016,"10","drought","10_14D",14,"D",114,3,6,3,2,"small","1","1","1","1",2016,""
2017,"10","drought","10_14D",14,"D",67,6,2,2,0,"small","1","1","1","0",2016,""
2018,"10","drought","10_14D",14,"D",54,2,4,0,0,"small","1","1","0","0",2016,""
2019,"10","drought","10_14D",14,"D",59,4,5,0,1,"small","1","1","0","1",2016,""
2020,"10","drought","10_14D",14,"D",108,5,4,1,0,"small","1","1","1","0",2016,""
2021,"10","drought","10_14D",14,"D",73,4,9,0,0,"small","1","1","0","0",2016,""
2022,"10","drought","10_14D",14,"D",80,9,NA,0,NA,"medium","1",NA,"0",NA,2016,""
2016,"10","drought","10_15A",15,"A",98.5,34,NA,7,NA,"large","1",NA,"1",NA,2016,""
2017,"10","drought","10_15A",15,"A",NA,NA,25,NA,0,NA,NA,"1",NA,"0",2016,""
2018,"10","drought","10_15A",15,"A",64,25,36,0,2,"medium","1","1","0","1",2016,""
2019,"10","drought","10_15A",15,"A",92,36,37,2,0,"large","1","1","1","0",2016,""
2020,"10","drought","10_15A",15,"A",84,37,60,0,1,"large","1","1","0","1",2016,""
2021,"10","drought","10_15A",15,"A",98,60,61,1,1,"large","1","1","1","1",2016,"15A, 15B, 16A are all same plant. Counting as 1 plant.Fungus"
2022,"10","drought","10_15A",15,"A",117,61,96,1,0,"large","1","1","1","0",2016,""
2023,"10","drought","10_15A",15,"A",78,96,91,0,1,"large","1","1","0","1",2016,"spills into buffer"
2024,"10","drought","10_15A",15,"A",109,91,76,1,0,"large","1","1","1","0",2016,"spills into buffer, 14-17A, combined with plant in 14D"
2025,"10","drought","10_15A",15,"A",90,76,NA,0,NA,"large","1",NA,"0",NA,2016,"spills into buffer, 13-17A-D"
2018,"10","drought","10_15B",15,"B",57,9,NA,0,NA,"medium","1",NA,"0",NA,2018,"new plant"
2025,"10","drought","10_15B_2",15,"B",77,2,NA,0,NA,"seedling","1",NA,"0",NA,2025,"in between 15A and 16A plants"
2016,"10","drought","10_15D",15,"D",120.5,11,4,5,1,"medium","1","1","1","1",2016,""
2017,"10","drought","10_15D",15,"D",56,4,2,1,0,"small","1","1","1","0",2016,""
2018,"10","drought","10_15D",15,"D",55,2,37,0,8,"small","1","1","0","1",2016,""
2019,"10","drought","10_15D",15,"D",107,37,12,8,1,"large","1","1","1","1",2016,""
2020,"10","drought","10_15D",15,"D",94,12,2,1,0,"medium","1","1","1","0",2016,""
2021,"10","drought","10_15D",15,"D",73,2,18,0,0,"small","1","1","0","0",2016,"Fungus"
2022,"10","drought","10_15D",15,"D",81,18,NA,0,NA,"medium","1",NA,"0",NA,2016,""
2020,"10","drought","10_15I",15,"I",177,10,27,3,0,"medium","1","1","1","0",2020,""
2021,"10","drought","10_15I",15,"I",129,27,41,0,2,"large","1","1","0","1",2020,"Fungus"
2022,"10","drought","10_15I",15,"I",150,41,34,2,0,"large","1","1","1","0",2020,""
2023,"10","drought","10_15I",15,"I",78,34,21,0,2,"large","1","1","0","1",2020,"spills into diversity"
2024,"10","drought","10_15I",15,"I",148,21,70,2,2,"medium","1","1","1","1",2020,"spills into diversity, lots of thatch, fungus"
2025,"10","drought","10_15I",15,"I",141,70,NA,2,NA,"large","1",NA,"1",NA,2020,"spills into diversity"
2016,"10","drought","10_16A",16,"A",49,3,2,0,0,"small","1","1","0","0",2016,""
2016,"10","drought","10_16A",16,"A",60.5,2,10,0,1,"small","1","1","0","1",2016,""
2017,"10","drought","10_16A",16,"A",63,10,3,1,3,"medium","1","1","1","1",2016,"Half out of plot"
2017,"10","drought","10_16A",16,"A",92,3,3,3,0,"small","1","1","1","0",2016,"1 giant plant combined with 15A"
2018,"10","drought","10_16A",16,"A",37,3,3,0,0,"small","1","1","0","0",2016,""
2019,"10","drought","10_16A",16,"A",49.5,3,9,0,0,"small","1","1","0","0",2016,""
2020,"10","drought","10_16A",16,"A",59,9,NA,0,NA,"medium","1",NA,"0",NA,2016,""
2025,"10","drought","10_16A_2",16,"A",77,16,NA,0,NA,"medium","1",NA,"0",NA,2025,"More in 17B; deleted last year (called part of 15A) but now separate again (not a new plant)"
2019,"10","drought","10_19H",19,"H",65.5,2,NA,2,NA,"small","1",NA,"1",NA,2019,"NEW PLANT"
2020,"10","drought","10_19H",19,"H",NA,NA,4,NA,0,NA,NA,"1",NA,"0",2019,"missing-> dead?"
2021,"10","drought","10_19H",19,"H",64,4,1,0,0,"small","1","1","0","0",2019,""
2022,"10","drought","10_19H",19,"H",67,1,4,0,0,"small","1","1","0","0",2019,""
2023,"10","drought","10_19H",19,"H",73,4,NA,0,NA,"small","1",NA,"0",NA,2019,""
2024,"10","drought","10_19H",19,"H",NA,NA,4,NA,0,NA,NA,"1",NA,"0",2019,"NP"
2025,"10","drought","10_19H",19,"H",68,4,NA,0,NA,"small","1",NA,"0",NA,2019,"right on plot edge (small)"
2020,"10","drought","10_1F",1,"F",89,7,12,0,1,"seedling","1","1","0","1",2020,""
2021,"10","drought","10_1F",1,"F",132,12,3,1,0,"medium","1","1","1","0",2020,"Orange fungus"
2022,"10","drought","10_1F",1,"F",75,3,17,0,0,"small","1","1","0","0",2020,""
2023,"10","drought","10_1F",1,"F",59,17,10,0,0,"medium","1","1","0","0",2020,""
2024,"10","drought","10_1F",1,"F",68,10,27,0,1,"medium","1","1","0","1",2020,"sparse stems (1G-0F), calling it all the same plant"
2025,"10","drought","10_1F",1,"F",106,27,NA,1,NA,"large","1",NA,"1",NA,2020,"sparse stems (1G-0F), roots connect underground"
2016,"10","drought","10_6B",6,"B",128.5,34,24,14,8,"large","1","1","1","1",2016,""
2017,"10","drought","10_6B",6,"B",99,24,19,8,0,"medium","1","1","1","0",2016,""
2018,"10","drought","10_6B",6,"B",64.5,19,13,0,0,"medium","1","1","0","0",2016,""
2019,"10","drought","10_6B",6,"B",48,13,10,0,2,"medium","1","1","0","1",2016,""
2020,"10","drought","10_6B",6,"B",110,10,17,2,0,"medium","1","1","1","0",2016,""
2021,"10","drought","10_6B",6,"B",51.5,17,14,0,1,"medium","1","1","0","1",2016,""
2022,"10","drought","10_6B",6,"B",113,14,39,1,0,"medium","1","1","1","0",2016,""
2023,"10","drought","10_6B",6,"B",51,39,29,0,0,"large","1","1","0","0",2016,"from 7-8, A-B "
2024,"10","drought","10_6B",6,"B",71,29,74,0,3,"large","1","1","0","1",2016,"from 7-8, A-B; lots of thatch, goes into buffer"
2025,"10","drought","10_6B",6,"B",110,74,NA,3,NA,"large","1",NA,"1",NA,2016,"from 7-8, A-B into buffer"
2017,"11","control","11_11G",11,"G",61,13,11,1,0,"medium","1","1","1","0",2017,""
2018,"11","control","11_11G",11,"G",44,11,12,0,0,"medium","1","1","0","0",2017,""
2019,"11","control","11_11G",11,"G",44,12,18,0,2,"medium","1","1","0","1",2017,""
2020,"11","control","11_11G",11,"G",106,18,21,2,2,"medium","1","1","1","1",2017,""
2021,"11","control","11_11G",11,"G",91,21,25,2,0,"medium","1","1","1","0",2017,"Fungus"
2022,"11","control","11_11G",11,"G",88,25,30,0,0,"medium","1","1","0","0",2017,""
2023,"11","control","11_11G",11,"G",58,30,7,0,0,"large","1","1","0","0",2017,""
2024,"11","control","11_11G",11,"G",61,7,21,0,0,"small","1","1","0","0",2017,""
2025,"11","control","11_11G",11,"G",74,21,NA,0,NA,"medium","1",NA,"0",NA,2017,""
2017,"11","control","11_13E",13,"E",63.5,4,3,2,1,"small","1","1","1","1",2017,""
2018,"11","control","11_13E",13,"E",43,3,3,1,0,"small","1","1","1","0",2017,""
2019,"11","control","11_13E",13,"E",42.5,3,8,0,2,"small","1","1","0","1",2017,""
2020,"11","control","11_13E",13,"E",130,8,8,2,1,"small","1","1","1","1",2017,""
2021,"11","control","11_13E",13,"E",90,8,5,1,0,"small","1","1","1","0",2017,""
2022,"11","control","11_13E",13,"E",60,5,6,0,0,"small","1","1","0","0",2017,""
2023,"11","control","11_13E",13,"E",56,6,8,0,1,"small","1","1","0","1",2017,""
2024,"11","control","11_13E",13,"E",79,8,10,1,2,"small","1","1","1","1",2017,""
2025,"11","control","11_13E",13,"E",110,10,NA,2,NA,"medium","1",NA,"1",NA,2017,""
2017,"11","control","11_13I",13,"I",79,18,NA,4,NA,"medium","1","0","1",NA,2017,""
2018,"11","control","11_13I",13,"I",NA,NA,NA,NA,NA,"dead","0",NA,NA,NA,2017,"no plant"
2016,"11","control","11_14H",14,"H",115,22,13,12,1,"medium","1","1","1","1",2016,""
2019,"11","control","11_14H",14,"H",87,13,12,1,1,"medium","1","1","1","1",2016,""
2020,"11","control","11_14H",14,"H",95.5,12,21,1,0,"medium","1","1","1","0",2016,"in 13 H next to plant in 13I"
2021,"11","control","11_14H",14,"H",59.5,21,2,0,1,"medium","1","1","0","1",2016,"Orange fungus"
2022,"11","control","11_14H",14,"H",64,2,2,1,0,"small","1","1","1","0",2016,"panicle dead, no seeds"
2023,"11","control","11_14H",14,"H",39,2,NA,0,NA,"small","1","0","0",NA,2016,""
2024,"11","control","11_14H",14,"H",NA,NA,NA,NA,NA,"dead","0",NA,NA,NA,2016,"NP, part of 13J"
2016,"11","control","11_16F",16,"F",93.5,14,6,2,5,"medium","1","1","1","1",2016,""
2017,"11","control","11_16F",16,"F",84.5,6,10,5,1,"small","1","1","1","1",2016,""
2018,"11","control","11_16F",16,"F",52,10,9,1,0,"medium","1","1","1","0",2016,""
2019,"11","control","11_16F",16,"F",53.5,9,15,0,2,"medium","1","1","0","1",2016,""
2020,"11","control","11_16F",16,"F",143,15,15,2,2,"medium","1","1","1","1",2016,""
2021,"11","control","11_16F",16,"F",96.5,15,2,2,0,"medium","1","1","1","0",2016,""
2022,"11","control","11_16F",16,"F",56,2,4,0,0,"small","1","1","0","0",2016,""
2023,"11","control","11_16F",16,"F",52,4,5,0,1,"small","1","1","0","1",2016,""
2024,"11","control","11_16F",16,"F",70,5,5,1,1,"small","1","1","1","1",2016,""
2025,"11","control","11_16F",16,"F",67,5,NA,1,NA,"small","1",NA,"1",NA,2016,""
2020,"11","control","11_16I",16,"I",42.5,4,1,0,0,"seedling","1","1","0","0",2020,""
2021,"11","control","11_16I",16,"I",49,1,NA,0,NA,"small","1","0","0",NA,2020,""
2022,"11","control","11_16I",16,"I",NA,NA,NA,NA,NA,"dead","0",NA,NA,NA,2020,"NP"
2017,"11","control","11_17C",17,"C",54,3,4,1,1,"small","1","1","1","1",2017,"New"
2018,"11","control","11_17C",17,"C",68,4,5,1,1,"small","1","1","1","1",2017,""
2019,"11","control","11_17C",17,"C",43,5,9,1,4,"small","1","1","1","1",2017,""
2020,"11","control","11_17C",17,"C",119.5,9,8,4,0,"medium","1","1","1","0",2017,""
2021,"11","control","11_17C",17,"C",59,8,3,0,1,"small","1","1","0","1",2017,""
2022,"11","control","11_17C",17,"C",69,3,NA,1,NA,"small","1",NA,"1",NA,2017,""
2023,"11","control","11_17C",17,"C",NA,NA,2,NA,0,NA,NA,"1",NA,"0",2017,"np"
2024,"11","control","11_17C",17,"C",59,2,4,0,0,"small","1","1","0","0",2017,"close to 19C clump"
2025,"11","control","11_17C",17,"C",75,4,NA,0,NA,"small","1",NA,"0",NA,2017,"close to 19C clump"
2016,"11","control","11_17J",17,"J",80.5,3,1,1,0,"small","1","1","1","0",2016,""
2017,"11","control","11_17J",17,"J",47,1,1,0,0,"small","1","1","0","0",2016,""
2018,"11","control","11_17J",17,"J",30.5,1,1,0,0,"small","1","1","0","0",2016,""
2019,"11","control","11_17J",17,"J",41.5,1,NA,0,NA,"small","1","0","0",NA,2016,""
2020,"11","control","11_17J",17,"J",NA,NA,NA,NA,NA,"dead","0",NA,NA,NA,2016,"missing"
2016,"11","control","11_18E",18,"E",63,5,1,1,1,"small","1","1","1","1",2016,""
2017,"11","control","11_18E",18,"E",50,1,2,1,0,"small","1","1","1","0",2016,""
2018,"11","control","11_18E",18,"E",35.5,2,NA,0,NA,"small","1",NA,"0",NA,2016,""
2019,"11","control","11_18F",18,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,"MISSING"
2020,"11","control","11_18F",18,"F",NA,NA,1,NA,0,NA,NA,"1",NA,"0",2019,"missing"
2021,"11","control","11_18F",18,"F",34,1,NA,0,NA,"small","1",NA,"0",NA,2019,""
2022,"11","control","11_18F",18,"F",NA,NA,3,NA,1,NA,NA,"1",NA,"1",2019,"NP"
2023,"11","control","11_18F",18,"F",59,3,4,1,0,"small","1","1","1","0",2019,""
2024,"11","control","11_18F",18,"F",60,4,5,0,2,"small","1","1","0","1",2019,""
2025,"11","control","11_18F",18,"F",32,5,NA,2,NA,"small","1",NA,"1",NA,2019,""
2016,"11","control","11_18G",18,"G",58,2,NA,1,NA,"small","1",NA,"1",NA,2016,""
2016,"11","control","11_19C",19,"C",80.5,6,2,1,1,"small","1","1","1","1",2016,""
2017,"11","control","11_19C",19,"C",59,2,4,1,0,"small","1","1","1","0",2016,""
2018,"11","control","11_19C",19,"C",46.5,4,5,0,2,"small","1","1","0","1",2016,""
2019,"11","control","11_19C",19,"C",60,5,8,2,5,"small","1","1","1","1",2016,""
2020,"11","control","11_19C",19,"C",118,8,17,5,0,"small","1","1","1","0",2016,""
2021,"11","control","11_19C",19,"C",53,17,16,0,0,"medium","1","1","0","0",2016,""
2022,"11","control","11_19C",19,"C",60,16,12,0,0,"medium","1","1","0","0",2016,""
2023,"11","control","11_19C",19,"C",57,12,25,0,0,"medium","1","1","0","0",2016,""
2024,"11","control","11_19C",19,"C",63,25,51,0,0,"medium","1","1","0","0",2016,""
2025,"11","control","11_19C",19,"C",89,51,NA,0,NA,"large","1",NA,"0",NA,2016,""
2016,"11","control","11_19E",19,"E",47,2,NA,1,NA,"small","1","0","1",NA,2016,""
2017,"11","control","11_19E",19,"E",NA,NA,NA,NA,NA,"dead","0",NA,NA,NA,2016,"Missing "
2016,"11","control","11_19H",19,"H",49,3,9,0,4,"small","1","1","0","1",2016,""
2017,"11","control","11_19H",19,"H",69.5,9,9,4,0,"medium","1","1","1","0",2016,""
2018,"11","control","11_19H",19,"H",50,9,9,0,1,"medium","1","1","0","1",2016,""
2019,"11","control","11_19H",19,"H",71,9,NA,1,NA,"medium","1",NA,"1",NA,2016,""
2016,"11","control","11_19I",19,"I",21,17,2,2,0,"medium","1","1","1","0",2016,""
2017,"11","control","11_19I",19,"I",36,2,3,0,0,"small","1","1","0","0",2016,""
2018,"11","control","11_19I",19,"I",42,3,8,0,0,"small","1","1","0","0",2016,""
2019,"11","control","11_19I",19,"I",47,8,NA,0,NA,"small","1",NA,"0",NA,2016,""
2020,"11","control","11_19IH",19,"I",67.5,33,13,0,2,"large","1","1","0","1",2020,"measured 19H and 19I as one plat"
2021,"11","control","11_19IH",19,"H",97.5,13,NA,2,NA,"medium","1",NA,"1",NA,2020,"Measured 19H and 19I as one plant."
2022,"11","control","11_19IH",19,"H",NA,NA,2,NA,0,NA,NA,"1",NA,"0",2020,"NP"
2023,"11","control","11_19IH",19,"H",31,2,NA,0,NA,"small","1",NA,"0",NA,2020,""
2024,"11","control","11_19IH",19,"H",NA,NA,4,NA,0,NA,NA,"1",NA,"0",2020,"NP"
2025,"11","control","11_19IH",19,"H",56,4,NA,0,NA,"small","1",NA,"0",NA,2020,""
2021,"11","control","11_19J",19,"J",94.5,4,3,1,0,"small","1","1","1","0",2021,""
2022,"11","control","11_19J",19,"J",55,3,7,0,0,"small","1","1","0","0",2021,""
2023,"11","control","11_19J",19,"J",51,7,5,0,0,"small","1","1","0","0",2021,""
2024,"11","control","11_19J",19,"J",51,5,8,0,1,"small","1","1","0","1",2021,""
2025,"11","control","11_19J",19,"J",87,8,NA,1,NA,"small","1",NA,"1",NA,2021,""
2016,"11","control","11_1E",1,"E",69,13,17,4,4,"medium","1","1","1","1",2016,""
2017,"11","control","11_1E",1,"E",59,17,5,4,0,"medium","1","1","1","0",2016,"3 clumps"
2018,"11","control","11_1E",1,"E",38.5,5,18,0,1,"small","1","1","0","1",2016,""
2019,"11","control","11_1E",1,"E",78.5,18,22,1,8,"medium","1","1","1","1",2016,""
2020,"11","control","11_1E",1,"E",151,22,27,8,7,"medium","1","1","1","1",2016,""
2021,"11","control","11_1E",1,"E",123,27,25,7,4,"large","1","1","1","1",2016,"One panicle partly chewed off"
2022,"11","control","11_1E",1,"E",127,25,25,4,6,"medium","1","1","1","1",2016,""
2023,"11","control","11_1E",1,"E",95,25,10,6,1,"medium","1","1","1","1",2016,""
2024,"11","control","11_1E",1,"E",71,10,14,1,1,"medium","1","1","1","1",2016,""
2025,"11","control","11_1E",1,"E",79,14,NA,1,NA,"medium","1",NA,"1",NA,2016,""
2023,"11","control","11_2J",2,"J",53,11,12,0,0,"medium","1","1","0","0",2023,"is this new?"
2024,"11","control","11_2J",2,"J",52,12,13,0,0,"medium","1","1","0","0",2023,""
2025,"11","control","11_2J",2,"J",84,13,NA,0,NA,"medium","1",NA,"0",NA,2023,""
2022,"11","control","11_31I",13,"I",73,16,10,0,2,"medium","1","1","0","1",2022,"new in 2022"
2023,"11","control","11_31I",13,"I",80,10,12,2,0,"medium","1","1","1","0",2022,"this is 13J"
2024,"11","control","11_31I",13,"I",86,12,28,0,2,"medium","1","1","0","1",2022,"this is 13J"
2025,"11","control","11_31I",13,"I",143,28,NA,2,NA,"large","1",NA,"1",NA,2022,"this is 13J, more in 11/12J"
2017,"11","control","11_3B",3,"B",61,1,2,1,1,"small","1","1","1","1",2017,"New"
2018,"11","control","11_3B",3,"B",45.5,2,7,1,0,"small","1","1","1","0",2017,""
2019,"11","control","11_3B",3,"B",50.5,7,11,0,8,"small","1","1","0","1",2017,""
2020,"11","control","11_3B",3,"B",140,11,17,8,9,"medium","1","1","1","1",2017,""
2021,"11","control","11_3B",3,"B",139,17,37,9,5,"medium","1","1","1","1",2017,""
2022,"11","control","11_3B",3,"B",116,37,30,5,15,"large","1","1","1","1",2017,""
2023,"11","control","11_3B",3,"B",134,30,12,15,2,"large","1","1","1","1",2017,""
2024,"11","control","11_3B",3,"B",120,12,23,2,9,"medium","1","1","1","1",2017,"lots of thatch"
2025,"11","control","11_3B",3,"B",136,23,NA,9,NA,"medium","1",NA,"1",NA,2017,""
2020,"11","control","11_4I",4,"I",49,1,14,0,0,"seedling","1","1","0","0",2020,""
2021,"11","control","11_4I",4,"I",56,14,41,0,0,"medium","1","1","0","0",2020,"Fungus. One panicle maybe eaten off"
2022,"11","control","11_4I",4,"I",76,41,41,0,0,"large","1","1","0","0",2020,""
2023,"11","control","11_4I",4,"I",77,41,55,0,0,"large","1","1","0","0",2020,""
2024,"11","control","11_4I",4,"I",83,55,66,0,0,"large","1","1","0","0",2020,""
2025,"11","control","11_4I",4,"I",109,66,NA,0,NA,"large","1",NA,"0",NA,2020,""
2018,"11","control","11_9I",9,"I",48.5,10,6,0,0,"medium","1","1","0","0",2018,"new plant"
2019,"11","control","11_9I",9,"I",48.5,6,30,0,4,"small","1","1","0","1",2018,""
2020,"11","control","11_9I",9,"I",131,30,31,4,0,"large","1","1","1","0",2018,""
2021,"11","control","11_9I",9,"I",68,31,38,0,7,"large","1","1","0","1",2018,"Fungus"
2022,"11","control","11_9I",9,"I",149,38,36,7,4,"large","1","1","1","1",2018,""
2023,"11","control","11_9I",9,"I",75,36,26,4,1,"large","1","1","1","1",2018,""
2024,"11","control","11_9I",9,"I",86.5,26,56,1,12,"large","1","1","1","1",2018,""
2025,"11","control","11_9I",9,"I",165,56,NA,12,NA,"large","1",NA,"1",NA,2018,""
2022,"12","irrigated","12_0C",0,"C",62.5,6,18,0,0,"seedling","1","1","0","0",2022,"on plot edge; new in 2022"
2023,"12","irrigated","12_0C",0,"C",37,18,12,0,3,"medium","1","1","0","1",2022,""
2024,"12","irrigated","12_0C",0,"C",70,12,40,3,12,"medium","1","1","1","1",2022,"on plot edge, 1 panicle broken"
2025,"12","irrigated","12_0C",0,"C",122,40,NA,12,NA,"large","1",NA,"1",NA,2022,"plot edge"
2017,"12","irrigated","12_0J",0,"J",44.5,4,10,4,0,"small","1","1","1","0",2017,"New"
2018,"12","irrigated","12_0J",0,"J",36,10,9,0,1,"medium","1","1","0","1",2017,""
2019,"12","irrigated","12_0J",0,"J",46,9,3,1,2,"medium","1","1","1","1",2017,""
2020,"12","irrigated","12_0J",0,"J",88,3,8,2,0,"small","1","1","1","0",2017,""
2021,"12","irrigated","12_0J",0,"J",56.5,8,8,0,0,"small","1","1","0","0",2017,""
2022,"12","irrigated","12_0J",0,"J",62,8,11,0,1,"small","1","1","0","1",2017,""
2023,"12","irrigated","12_0J",0,"J",84,11,11,1,2,"medium","1","1","1","1",2017,""
2024,"12","irrigated","12_0J",0,"J",90,11,24,2,0,"medium","1","1","1","0",2017,"shrank last year, called all stems this plant"
2025,"12","irrigated","12_0J",0,"J",76,24,NA,0,NA,"medium","1",NA,"0",NA,2017,""
2019,"12","irrigated","12_16T",16,"T",30.5,1,NA,0,NA,"seedling","1",NA,"0",NA,2019,"NEW PLANT,DIVERSITY"
2020,"12","irrigated","12_16T",16,"T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,"div plot, missing"
2021,"12","irrigated","12_16T",16,"T",0,NA,1,NA,0,NA,NA,"1",NA,"0",2019,"NP. Just lots of Anthoxanthum"
2022,"12","irrigated","12_16T",16,"T",74.5,1,3,0,1,"small","1","1","0","1",2019,"diversity (~16I)"
2023,"12","irrigated","12_16T",16,"T",114,3,2,1,1,"small","1","1","1","1",2019,"16I in diversity"
2024,"12","irrigated","12_16T",16,"T",95,2,1,1,0,"small","1","1","1","0",2019,"16I in diversity"
2025,"12","irrigated","12_16T",16,"T",60,1,NA,0,NA,"small","1",NA,"0",NA,2019,"16I in diversity"
2016,"12","irrigated","12_18J",18,"J",47,10,NA,1,NA,"medium","1","0","1",NA,2016,""
2017,"12","irrigated","12_18J",18,"J",NA,NA,NA,NA,NA,"dead","0",NA,NA,NA,2016,"Missing (or Poa)"
2019,"12","irrigated","12_18T",18,"T",37,2,11,0,0,"seedling","1","1","0","0",2019,"NEW PLANT, DIVERSITY"
2020,"12","irrigated","12_18T",18,"T",52,11,19,0,1,"medium","1","1","0","1",2019,"div plot"
2021,"12","irrigated","12_18T",18,"T",86,19,7,1,0,"medium","1","1","1","0",2019,""
2022,"12","irrigated","12_18T",18,"T",57,7,3,0,0,"small","1","1","0","0",2019,"diversity (~18I)"
2023,"12","irrigated","12_18T",18,"T",34,3,2,0,0,"small","1","1","0","0",2019,"18I in diversity"
2024,"12","irrigated","12_18T",18,"T",36,2,8,0,1,"small","1","1","0","1",2019,"18I in diversity"
2025,"12","irrigated","12_18T",18,"T",54,8,NA,1,NA,"small","1",NA,"1",NA,2019,"18I in diversity"
2016,"12","irrigated","12_19B",19,"B",82,9,NA,4,NA,"medium","1",NA,"1",NA,2016,"Diversity plot"
2016,"12","irrigated","12_19C",19,"C",61,7,NA,2,NA,"small","1","0","1",NA,2016,""
